FechayHora	P2_Hs	P6_Hs
38297.75	0.01	0.06
38298	0.3	0.71
38298.25	1.06	1.37
38298.5	0.75	0.98
38298.75	0.85	1.2
38299	0.35	0.49
38299.25	0.28	0.51
38299.5	0.39	0.67
38299.75	0.81	1
38300	0.6	0.68
38300.25	0.42	0.5
38300.5	0.39	0.46
38300.75	0.33	0.47
38301	0.37	0.47
38301.25	0.39	0.48
38301.5	0.39	0.5
38301.75	0.66	0.79
38302	1.02	1.22
38302.25	0.85	1.04
38302.5	1.23	1.61
38302.75	1.62	2.09
38303	1.98	2.52
38303.25	2.3	2.85
38303.5	1.75	2.19
38303.75	1.73	2.11
38304	1.69	2.08
38304.25	1.86	2.3
38304.5	1.71	2.12
38304.75	1.62	2.01
38305	1.15	1.42
38305.25	1.24	1.5
38305.5	1.19	1.38
38305.75	2.38	2.47
38306	2.91	3.04
38306.25	2.3	2.4
38306.5	1.85	1.93
38306.75	1.5	1.59
38307	1.19	1.28
38307.25	1.01	1.12
38307.5	0.89	0.99
38307.75	0.8	0.92
38308	0.76	0.89
38308.25	0.72	0.87
38308.5	0.84	1.15
38308.75	0.97	1.3
38309	0.91	1.18
38309.25	1.27	1.71
38309.5	1.36	1.83
38309.75	1.35	1.74
38310	1.21	1.54
38310.25	1.48	1.75
38310.5	1.29	1.55
38310.75	1.12	1.32
38311	1.15	1.34
38311.25	1.19	1.38
38311.5	1.29	1.54
38311.75	1.17	1.43
38312	1.17	1.39
38312.25	1.23	1.48
38312.5	1.11	1.33
38312.75	0.94	1.13
38313	0.96	1.21
38313.25	1.13	1.4
38313.5	1.02	1.24
38313.75	1.04	1.33
38314	1.16	1.52
38314.25	1.05	1.21
38314.5	1.22	1.59
38314.75	1.12	1.41
38315	0.65	1.02
38315.25	1.27	1.87
38315.5	1.21	1.62
38315.75	0.77	1
38316	0.44	0.58
38316.25	0.44	0.89
38316.5	0.45	0.85
38316.75	1.12	1.7
38317	0.96	1.07
38317.25	0.05	0.06
38317.5	0.03	0.08
38317.75	0.55	0.65
38318	0.58	0.66
38318.25	0.85	1.04
38318.5	0.51	0.67
38318.75	0.04	0.13
38319	0.1	0.24
38319.25	0.79	1.01
38319.5	0.97	1.23
38319.75	0.92	1.22
38320	0.87	1.12
38320.25	0.8	1.03
38320.5	0.74	0.9
38320.75	0.65	0.83
38321	0.65	0.82
38321.25	0.68	1.07
38321.5	0.64	0.86
38321.75	0.9	1.24
38322	0.7	0.88
38322.25	0.75	1.08
38322.5	0.55	0.9
38322.75	0.51	0.76
38323	0.25	0.46
38323.25	0.78	1.18
38323.5	0.68	1.02
38323.75	0.23	0.55
38324	0.39	0.66
38324.25	0.56	0.76
38324.5	0.57	0.77
38324.75	0.59	0.77
38325	0.55	0.76
38325.25	0.68	1.04
38325.5	0.33	0.55
38325.75	0.91	1.29
38326	1.35	1.59
38326.25	1.1	1.35
38326.5	0.64	1.08
38326.75	0.65	1.34
38327	0.65	1
38327.25	0.54	0.93
38327.5	0.64	1
38327.75	0.93	1.25
38328	0.62	0.75
38328.25	0.6	0.8
38328.5	0.39	0.56
38328.75	0.4	0.71
38329	0.37	0.55
38329.25	0.52	0.65
38329.5	0.38	0.51
38329.75	0	0.31
38330	0.64	0.86
38330.25	0.48	0.71
38330.5	0.44	0.56
38330.75	0.46	0.57
38331	0.48	0.58
38331.25	1.15	1.61
38331.5	1.29	1.73
38331.75	0.91	1.2
38332	0.71	1.13
38332.25	0.69	1
38332.5	0.56	1.06
38332.75	0.69	0.96
38333	0.56	0.76
38333.25	0.56	0.72
38333.5	0.67	0.8
38333.75	0.77	0.9
38334	0.55	0.75
38334.25	0.82	0.86
38334.5	0.88	0.93
38334.75	0.86	0.97
38335	0.84	0.95
38335.25	0.8	0.88
38335.5	0.77	0.84
38335.75	1.14	1.3
38336	1.17	1.19
38336.25	0.71	0.89
38336.5	0.65	0.98
38336.75	0.23	0.53
38337	0.29	0.48
38337.25	0.53	0.71
38337.5	0.06	0.16
38337.75	0.79	1.13
38338	0.91	1.1
38338.25	1.23	1.54
38338.5	1.26	1.62
38338.75	0.7	0.93
38339	0.22	0.24
38339.25	0.96	1
38339.5	1.35	1.39
38339.75	1.05	1.09
38340	1.2	1.23
38340.25	1.08	1.11
38340.5	1.07	1.09
38340.75	0.78	0.82
38341	0.79	0.82
38341.25	0.82	0.85
38341.5	0.84	0.88
38341.75	1.11	1.38
38342	0.96	1.17
38342.25	0.97	1.24
38342.5	0.95	1.14
38342.75	0.91	1.11
38343	1.08	1.43
38343.25	0.9	1.19
38343.5	0.73	0.96
38343.75	0.63	0.83
38344	0.58	0.92
38344.25	0.55	0.76
38344.5	0.73	0.85
38344.75	0.49	0.62
38345	0.76	0.83
38345.25	0.94	0.99
38345.5	0.64	0.76
38345.75	0.03	0.04
38346	0.47	0.6
38346.25	0.37	0.62
38346.5	0.62	0.85
38346.75	0.76	1.08
38347	1.26	1.65
38347.25	1.47	1.83
38347.5	1.28	1.59
38347.75	0.65	0.95
38348	0.46	0.7
38348.25	0.42	0.6
38348.5	0.51	0.64
38348.75	0.81	1.16
38349	0.76	1.04
38349.25	0.86	1.07
38349.5	0.84	1.03
38349.75	0.76	0.93
38350	0.74	0.92
38350.25	1.52	1.91
38350.5	1.09	1.52
38350.75	0.73	1.1
38351	0.49	0.81
38351.25	0.38	0.68
38351.5	0.46	0.69
38351.75	0.55	0.7
38352	0.47	0.65
38352.25	0.69	1
38352.5	0.32	0.57
38352.75	0.25	0.53
38353	0.36	0.74
38353.25	0.71	0.92
38353.5	0.83	1.03
38353.75	0.43	0.58
38354	0.25	0.48
38354.25	0.35	0.5
38354.5	0.06	0.19
38354.75	0.29	0.41
38355	0.44	0.7
38355.25	0.37	0.58
38355.5	0.39	0.5
38355.75	0.75	0.87
38356	0.73	0.92
38356.25	0.79	0.99
38356.5	0.78	1.07
38356.75	0.89	1.09
38357	0.99	1.32
38357.25	0.11	0.3
38357.5	0.75	0.93
38357.75	0.78	0.92
38358	0.86	1.03
38358.25	0.85	1.09
38358.5	1.1	1.61
38358.75	0.68	1.22
38359	0.62	0.93
38359.25	0.74	1.11
38359.5	0.65	1.01
38359.75	0.34	0.79
38360	0.99	1.52
38360.25	1.08	1.44
38360.5	1.01	1.42
38360.75	0.48	0.8
38361	0.9	1.39
38361.25	1.49	1.92
38361.5	1.35	1.75
38361.75	0.48	0.76
38362	0.57	0.71
38362.25	0.59	0.93
38362.5	0.56	0.73
38362.75	0.55	0.86
38363	0.47	0.65
38363.25	0.53	0.75
38363.5	0.79	1.34
38363.75	0.67	1.08
38364	0.93	1.38
38364.25	1.34	1.84
38364.5	1.55	2.07
38364.75	1.67	2.06
38365	1.15	1.27
38365.25	0.49	0.87
38365.5	0.71	1.07
38365.75	0.51	0.8
38366	0.63	0.93
38366.25	0.9	1.35
38366.5	1.41	1.79
38366.75	1.23	1.39
38367	1.59	1.67
38367.25	1.59	1.64
38367.5	0.84	0.87
38367.75	0.78	1.13
38368	0.51	0.91
38368.25	1.53	2.12
38368.5	1.28	1.8
38368.75	2.09	2.76
38369	1.43	1.72
38369.25	1.22	1.6
38369.5	1.45	1.65
38369.75	0.95	1.02
38370	0.51	0.53
38370.25	0.36	0.37
38370.5	0.73	0.84
38370.75	0.78	0.82
38371	1.09	1.13
38371.25	0.84	0.88
38371.5	0.83	0.87
38371.75	0.6	0.61
38372	0.72	0.75
38372.25	1.28	2
38372.5	0.85	1.24
38372.75	0.66	0.96
38373	0.51	0.75
38373.25	0.67	0.89
38373.5	0.55	0.7
38373.75	0.32	0.54
38374	0.69	0.87
38374.25	0.64	0.89
38374.5	0.64	1.07
38374.75	0.65	1.32
38375	0.64	1.07
38375.25	1.1	1.6
38375.5	1.28	1.82
38375.75	1.05	1.28
38376	1.68	1.98
38376.25	1.91	2.08
38376.5	2.16	2.39
38376.75	1.76	1.98
38377	1.82	1.87
38377.25	1.19	1.23
38377.5	0.94	1.13
38377.75	0.44	0.52
38378	0.62	0.82
38378.25	0.72	1.06
38378.5	0.42	0.68
38378.75	0.83	1.3
38379	0.38	0.47
38379.25	0.36	0.68
38379.5	0.38	0.51
38379.75	0.2	0.29
38380	0.02	0.07
38380.25	0.34	0.49
38380.5	0.43	0.61
38380.75	0.3	0.56
38381	0.52	0.68
38381.25	1.18	1.25
38381.5	1.29	1.33
38381.75	0.51	0.59
38382	0.98	1.01
38382.25	0.76	0.84
38382.5	1.19	1.26
38382.75	0.45	0.53
38383	0.45	0.54
38383.25	0.9	1.24
38383.5	0.76	1.08
38383.75	0.27	0.37
38384	0.06	0.15
38384.25	0.59	0.81
38384.5	0.58	0.7
38384.75	0.37	0.55
38385	0.44	0.74
38385.25	1.46	1.93
38385.5	1.89	2.32
38385.75	0.9	1.11
38386	0.42	0.48
38386.25	0.7	1.03
38386.5	0.48	0.69
38386.75	0.47	0.57
38387	0.38	0.53
38387.25	0.4	0.64
38387.5	0.22	0.53
38387.75	0.09	0.23
38388	0.06	0.19
38388.25	0.25	0.5
38388.5	0.25	0.43
38388.75	0.48	0.58
38389	0.39	0.47
38389.25	0.31	0.54
38389.5	0.38	0.64
38389.75	0.58	0.78
38390	0.53	0.56
38390.25	0.03	0.12
38390.5	0.32	0.42
38390.75	0.45	0.76
38391	0.41	0.65
38391.25	0.38	0.54
38391.5	0.33	0.45
38391.75	0.41	0.61
38392	0.36	0.52
38392.25	0.32	0.44
38392.5	0.35	0.43
38392.75	0.36	0.43
38393	0.43	0.54
38393.25	0.61	0.88
38393.5	0.56	0.7
38393.75	0.58	0.72
38394	0.59	0.75
38394.25	1.19	1.17
38394.5	1.19	1.28
38394.75	0.82	0.94
38395	0.85	0.97
38395.25	0.73	0.83
38395.5	0.64	0.84
38395.75	0.67	1.08
38396	0.71	0.92
38396.25	0.98	1.15
38396.5	1.86	1.92
38396.75	0.68	0.72
38397	0.16	0.18
38397.25	0.63	0.91
38397.5	0.8	1.19
38397.75	1.22	1.8
38398	1.56	2.09
38398.25	1.52	2.1
38398.5	1.15	1.5
38398.75	0.94	1.23
38399	0.94	1.16
38399.25	0.91	1.09
38399.5	0.72	0.88
38399.75	0.44	0.67
38400	0.36	0.56
38400.25	0.43	0.72
38400.5	0.34	0.51
38400.75	0.48	0.73
38401	0.34	0.52
38401.25	0.87	1.19
38401.5	0.66	0.83
38401.75	0.48	0.6
38402	0.4	0.47
38402.25	0.53	0.63
38402.5	0.78	0.94
38402.75	0.06	0.14
38403	0.59	0.76
38403.25	0.54	0.71
38403.5	0.57	0.72
38403.75	0.59	0.73
38404	0.61	0.78
38404.25	0.67	0.84
38404.5	0.78	1.02
38404.75	1.15	1.64
38405	0.96	1.22
38405.25	0.87	1.09
38405.5	1.02	1.55
38405.75	0.99	1.6
38406	0.65	0.86
38406.25	0.37	0.54
38406.5	0.59	1.14
38406.75	0.98	1.25
38407	0.58	0.68
38407.25	0.79	1.17
38407.5	0.96	1.56
38407.75	0.88	1.39
38408	0.9	1.33
38408.25	1.28	1.71
38408.5	1.01	1.32
38408.75	0.94	1.37
38409	0.65	0.93
38409.25	1.31	1.9
38409.5	1.63	2.14
38409.75	1.68	2.13
38410	1.85	2.22
38410.25	2.54	2.82
38410.5	2.86	2.94
38410.75	1.22	1.29
38411	1.25	1.3
38411.25	0.84	0.91
38411.5	0.83	1.02
38411.75	0.47	0.63
38412	0.43	0.47
38412.25	0.17	0.18
38412.5	0.34	0.35
38412.75	0.57	0.9
38413	0.5	0.69
38413.25	0.56	0.77
38413.5	0.57	0.75
38413.75	0.5	0.65
38414	0.42	0.55
38414.25	0.77	1.03
38414.5	0.43	0.49
38414.75	0.06	0.16
38415	0.96	1.03
38415.25	0.98	1.14
38415.5	0.9	1.14
38415.75	2.58	3.4
38416	1.44	1.86
38416.25	1.38	1.87
38416.5	1.02	1.51
38416.75	0.48	0.86
38417	0.46	0.72
38417.25	0.63	0.83
38417.5	0.62	0.8
38417.75	0.71	0.82
38418	1.16	1.22
38418.25	0.84	1.02
38418.5	1.07	1.19
38418.75	0.71	0.79
38419	1.39	1.52
38419.25	1.58	1.67
38419.5	1.6	1.61
38419.75	0.8	0.9
38420	0.31	0.55
38420.25	0.9	1.83
38420.5	1.42	1.58
38420.75	1.17	1.58
38421	1.12	1.49
38421.25	1.73	2.49
38421.5	1.36	2.03
38421.75	2.11	2.26
38422	1.36	1.45
38422.25	0.97	1.08
38422.5	1.37	1.52
38422.75	0.92	1.01
38423	0.65	0.73
38423.25	0.43	0.46
38423.5	0.56	0.62
38423.75	0.77	0.81
38424	0.85	0.97
38424.25	0.8	0.98
38424.5	0.76	1.22
38424.75	0.43	0.83
38425	0.17	0.36
38425.25	0.89	0.94
38425.5	0.92	0.92
38425.75	1.14	1.18
38426	1.68	1.74
38426.25	1.96	2.07
38426.5	1.95	2.09
38426.75	1.52	1.63
38427	1.41	1.49
38427.25	1.59	1.7
38427.5	1.64	1.75
38427.75	1.49	1.61
38428	1.56	1.66
38428.25	1.24	1.3
38428.5	0.92	0.99
38428.75	1	1.05
38429	0.9	0.97
38429.25	0.92	1.1
38429.5	1.14	1.41
38429.75	1.77	2.29
38430	0.95	1.31
38430.25	1.05	1.33
38430.5	0.89	1.09
38430.75	0.83	1.02
38431	0.81	1.19
38431.25	0.93	1.22
38431.5	1.21	1.39
38431.75	0.89	1.05
38432	0.83	0.95
38432.25	1.26	1.37
38432.5	0.83	1.09
38432.75	0.83	1.31
38433	0.64	0.81
38433.25	1.15	1.35
38433.5	1.41	1.64
38433.75	1.24	1.71
38434	1.89	2.52
38434.25	0.89	1.2
38434.5	0.83	1.47
38434.75	0.7	1.31
38435	0.32	0.65
38435.25	0.34	0.6
38435.5	0.5	0.71
38435.75	0.63	0.83
38436	0.52	0.93
38436.25	1.1	1.49
38436.5	0.81	1.3
38436.75	0.44	0.98
38437	0.36	0.73
38437.25	0.3	0.48
38437.5	0.31	0.56
38437.75	0.52	0.71
38438	1.05	1.35
38438.25	0.9	1.26
38438.5	0.45	1
38438.75	1.23	2.02
38439	1.52	2.11
38439.25	1	1.36
38439.5	1.08	1.51
38439.75	1.53	1.57
38440	1.63	1.76
38440.25	1.13	1.3
38440.5	1.02	1.39
38440.75	0.76	1
38441	0.72	0.96
38441.25	0.47	0.67
38441.5	0.38	0.49
38441.75	0.35	0.76
38442	0.3	0.51
38442.25	1.81	1.96
38442.5	1.28	1.44
38442.75	1.48	1.79
38443	1.15	1.21
38443.25	1.04	1.21
38443.5	1.37	1.49
38443.75	0.8	0.91
38444	0.42	0.53
38444.25	0.48	0.69
38444.5	0.56	0.81
38444.75	0.39	0.55
38445	0.34	0.61
38445.25	0.36	0.66
38445.5	0.37	0.5
38445.75	0.39	0.5
38446	0.43	0.54
38446.25	0.62	0.71
38446.5	1.93	2.17
38446.75	0.89	1.2
38447	0.97	1.31
38447.25	1.16	2.08
38447.5	1.45	2.37
38447.75	1.23	1.89
38448	0.92	1.36
38448.25	1.1	1.62
38448.5	0.67	0.98
38448.75	0.46	0.69
38449	0.53	0.76
38449.25	0.85	1.28
38449.5	1.55	1.98
38449.75	1.83	2.15
38450	2.24	2.41
38450.25	2.2	2.39
38450.5	1.32	1.75
38450.75	2.16	2.88
38451	2.06	2.21
38451.25	1.65	1.77
38451.5	1.06	1.3
38451.75	0.39	0.77
38452	0.5	0.87
38452.25	0.89	1.27
38452.5	0.97	1.19
38452.75	2.36	2.45
38453	1.54	1.57
38453.25	1.43	1.48
38453.5	1.06	1.08
38453.75	0.76	0.81
38454	0.68	0.79
38454.25	0.4	0.78
38454.5	0.48	1.04
38454.75	0.66	1.19
38455	1.01	1.39
38455.25	1.38	1.57
38455.5	1.47	1.67
38455.75	1.34	1.63
38456	0.63	0.81
38456.25	0.41	0.89
38456.5	0.53	0.96
38456.75	0.63	0.94
38457	0.86	1.34
38457.25	1.03	1.47
38457.5	0.67	1.18
38457.75	0.77	1.45
38458	0.65	1.1
38458.25	0.71	1.35
38458.5	0.86	1.36
38458.75	1.15	1.58
38459	0.74	1.24
38459.25	1.87	2.73
38459.5	1.45	2.09
38459.75	0.87	1.83
38460	1.01	1.58
38460.25	1.8	2.5
38460.5	1.67	2.01
38460.75	1.64	1.66
38461	2.11	2.18
38461.25	1.6	1.75
38461.5	1.59	1.76
38461.75	0.68	1.06
38462	0.82	1.57
38462.25	1.16	1.73
38462.5	1	1.39
38462.75	1.56	1.96
38463	0.89	1.11
38463.25	0.99	1.42
38463.5	1.19	1.68
38463.75	1.31	1.81
38464	0.88	1.07
38464.25	0.69	0.78
38464.5	1.1	1.21
38464.75	1.89	1.87
38465	2.33	2.39
38465.25	1.82	1.86
38465.5	1.48	1.52
38465.75	1.04	1.1
38466	0.81	0.89
38466.25	0.72	1
38466.5	0.7	1.14
38466.75	0.68	1.1
38467	0.63	0.88
38467.25	0.89	1.34
38467.5	0.7	1.09
38467.75	0.9	1.44
38468	0.3	0.49
38468.25	0.51	0.81
38468.5	0.38	0.59
38468.75	0.3	0.55
38469	0.26	0.44
38469.25	0.2	0.33
38469.5	0.18	0.44
38469.75	0.88	1.3
38470	0.48	0.77
38470.25	0.46	0.93
38470.5	0.27	0.62
38470.75	0.23	0.51
38471	0.55	0.96
38471.25	1.39	1.95
38471.5	0.87	1.26
38471.75	0.53	0.92
38472	0.56	0.9
38472.25	0.84	1.08
38472.5	0.91	1.2
38472.75	0.99	1.29
38473	0.8	1.18
38473.25	1.52	2.24
38473.5	1.93	2.6
38473.75	1.04	1.71
38474	1.03	1.58
38474.25	1.25	2.12
38474.5	1.39	1.85
38474.75	1.24	1.75
38475	0.89	1.26
38475.25	0.02	0.07
38475.5	0.53	0.8
38475.75	0.4	0.57
38476	1.26	1.26
38476.25	1.38	1.41
38476.5	1.05	1.09
38476.75	0.69	0.83
38477	0.8	0.83
38477.25	0.61	0.65
38477.5	1.4	1.54
38477.75	1.16	1.29
38478	1.37	1.55
38478.25	0.89	1.11
38478.5	0.95	1.21
38478.75	0.62	0.79
38479	0.29	0.54
38479.25	0.34	0.5
38479.5	0.37	0.55
38479.75	0.72	1.16
38480	0.73	1.07
38480.25	0.62	0.85
38480.5	0.57	0.77
38480.75	0.48	0.63
38481	0.46	0.75
38481.25	0.46	0.6
38481.5	1.02	1.17
38481.75	1.38	1.61
38482	1.04	1.26
38482.25	1.05	1.25
38482.5	1.07	1.21
38482.75	1.08	1.24
38483	0.85	1.02
38483.25	0.68	1.06
38483.5	0.62	0.94
38483.75	0.74	1.09
38484	1.59	2.05
38484.25	2.18	2.24
38484.5	1.64	1.69
38484.75	1.36	1.4
38485	1.13	1.19
38485.25	0.96	1
38485.5	0.94	1.05
38485.75	0.87	0.95
38486	0.54	0.93
38486.25	0.73	1.03
38486.5	0.5	0.78
38486.75	1.2	1.5
38487	0.6	0.81
38487.25	0.95	1.41
38487.5	0.99	1.62
38487.75	1.1	1.7
38488	0.81	1.29
38488.25	0.42	0.73
38488.5	0.82	0.99
38488.75	2.28	2.66
38489	2.52	3.13
38489.25	1.69	2.16
38489.5	1.12	1.47
38489.75	1.09	1.47
38490	1	1.34
38490.25	0.85	1.15
38490.5	0.99	1.23
38490.75	0.89	1.24
38491	0.73	1.05
38491.25	0.45	0.74
38491.5	0.5	0.68
38491.75	1.03	1.09
38492	1.41	1.42
38492.25	1.67	1.71
38492.5	1.7	1.75
38492.75	1.72	1.79
38493	1.5	1.58
38493.25	1.33	1.4
38493.5	1.25	1.34
38493.75	1.26	1.36
38494	1.16	1.27
38494.25	1.08	1.19
38494.5	1.01	1.1
38494.75	0.96	1.04
38495	0.97	1.05
38495.25	1.05	1.19
38495.5	1.2	1.34
38495.75	1.23	1.35
38496	2.16	2.27
38496.25	2.14	2.32
38496.5	2.07	2.17
38496.75	1.97	2.02
38497	1.77	1.8
38497.25	1.58	1.59
38497.5	1.51	1.57
38497.75	2.32	2.58
38498	1.56	1.79
38498.25	1.63	1.84
38498.5	1.45	1.63
38498.75	1.57	2.08
38499	1.39	1.81
38499.25	1.15	1.95
38499.5	1.12	1.6
38499.75	0.59	1.24
38500	0.7	1.11
38500.25	0.41	0.74
38500.5	1.18	1.39
38500.75	0.88	1.13
38501	1.25	1.51
38501.25	1.46	1.77
38501.5	1.24	1.54
38501.75	2.89	3.27
38502	2.21	2.46
38502.25	1.49	1.61
38502.5	0.48	0.74
38502.75	0.4	0.93
38503	0.82	0.95
38503.25	0.14	0.32
38503.5	0.79	0.84
38503.75	1.32	1.52
38504	1.04	1.58
38504.25	1.53	2.18
38504.5	0.62	1.22
38504.75	0.93	1.49
38505	0.48	0.93
38505.25	0.79	1.13
38505.5	0.87	1.04
38505.75	0.94	1.13
38506	0.71	1.09
38506.25	0.47	0.92
38506.5	0.83	1.22
38506.75	1.32	2.07
38507	1.37	1.91
38507.25	0.94	1.51
38507.5	0.92	1.57
38507.75	0.64	1.08
38508	1.05	1.64
38508.25	0.83	1.15
38508.5	0.92	1.54
38508.75	0.9	1.57
38509	0.61	1.14
38509.25	0.75	1.31
38509.5	1.11	1.84
38509.75	1.38	2.01
38510	1.59	1.98
38510.25	1.24	1.47
38510.5	1.19	1.55
38510.75	0.98	1.31
38511	1.01	1.43
38511.25	1.11	1.94
38511.5	0.82	1.58
38511.75	0.86	1.76
38512	0.93	1.84
38512.25	1.37	1.94
38512.5	1.3	1.78
38512.75	2.03	2.34
38513	1.23	1.79
38513.25	0.75	1.59
38513.5	0.89	1.58
38513.75	0.61	0.91
38514	0.31	0.55
38514.25	0.36	0.51
38514.5	0.91	1.2
38514.75	1.88	2.04
38515	1.09	1.28
38515.25	3.3	3.45
38515.5	3.19	3.34
38515.75	1.94	2.01
38516	1.8	1.9
38516.25	1.41	1.85
38516.5	1.86	1.87
38516.75	2.17	2.21
38517	2.57	2.69
38517.25	1.76	1.83
38517.5	1.22	1.28
38517.75	0.91	0.95
38518	0.86	1.13
38518.25	0.77	0.91
38518.5	0.5	0.68
38518.75	0	0.01
38519	0.29	0.37
38519.25	0.35	0.44
38519.5	0.34	0.5
38519.75	0.05	0.14
38520	0.42	0.5
38520.25	0.12	0.21
38520.5	0.14	0.23
38520.75	0.18	0.26
38521	0.22	0.3
38521.25	0.31	0.4
38521.5	0.45	0.55
38521.75	0.66	0.75
38522	1.38	1.41
38522.25	1.51	1.57
38522.5	1.63	1.7
38522.75	1.41	1.49
38523	1.35	1.45
38523.25	1.42	1.6
38523.5	1.1	1.2
38523.75	1.06	1.22
38524	0.73	0.86
38524.25	0.57	0.7
38524.5	0.48	0.74
38524.75	0.42	0.61
38525	0.36	0.48
38525.25	0.47	0.59
38525.5	0.65	0.81
38525.75	0.72	0.9
38526	0.77	0.95
38526.25	1.13	1.39
38526.5	1.34	1.72
38526.75	1.44	1.84
38527	1.23	1.57
38527.25	1.02	1.26
38527.5	0.82	1.01
38527.75	0.68	0.83
38528	0.57	0.69
38528.25	0.52	0.63
38528.5	0.48	0.58
38528.75	0.49	0.58
38529	0.45	0.54
38529.25	0.4	0.48
38529.5	0.37	0.43
38529.75	0.72	0.74
38530	0.85	0.87
38530.25	1.14	1.16
38530.5	1.63	1.65
38530.75	1.82	1.87
38531	1.2	1.25
38531.25	1.02	1.07
38531.5	1	1.13
38531.75	1.19	1.31
38532	1.27	1.35
38532.25	1.41	1.46
38532.5	1.4	1.48
38532.75	1.68	1.82
38533	1.4	1.77
38533.25	1.51	1.7
38533.5	1.28	1.28
38533.75	0.89	0.93
38534	0.9	0.97
38534.25	1.04	1.31
38534.5	0.82	1.22
38534.75	0.77	1.05
38535	1.03	1.39
38535.25	1.35	1.45
38535.5	1.41	1.43
38535.75	1.4	1.4
38536	1.98	2.03
38536.25	1.55	1.62
38536.5	1.41	1.45
38536.75	1.18	1.29
38537	1.07	1.29
38537.25	1.08	1.63
38537.5	2.14	2.36
38537.75	1.96	1.99
38538	1.48	1.6
38538.25	1.73	1.91
38538.5	1.41	1.64
38538.75	0.82	1.04
38539	0.53	0.59
38539.25	0.39	0.49
38539.5	0.31	0.58
38539.75	0.43	0.55
38540	0.53	0.69
38540.25	0.58	0.71
38540.5	0.75	0.94
38540.75	0.82	1.05
38541	0.87	1.07
38541.25	0.89	1.09
38541.5	0.87	1.07
38541.75	0.91	1.12
38542	0.88	1.16
38542.25	1.1	1.44
38542.5	0.98	1.35
38542.75	0.91	1.36
38543	0.9	1.17
38543.25	0.7	0.92
38543.5	0.39	0.55
38543.75	0.35	0.47
38544	0.62	0.8
38544.25	0.25	0.48
38544.5	0.23	0.5
38544.75	0.6	1.04
38545	0.64	0.99
38545.25	0.54	0.88
38545.5	0.5	0.69
38545.75	0.57	0.75
38546	0.66	0.82
38546.25	0.9	1
38546.5	0.99	1.12
38546.75	1.2	1.31
38547	1.27	1.41
38547.25	1.6	1.73
38547.5	1.72	1.85
38547.75	0.83	0.84
38548	0.95	1.42
38548.25	1.12	1.85
38548.5	0.92	1.25
38548.75	1.2	1.62
38549	0.84	0.99
38549.25	0.88	1.07
38549.5	1.41	1.5
38549.75	1.43	1.49
38550	1.52	1.58
38550.25	1.21	1.26
38550.5	1.03	1.04
38550.75	0.8	0.85
38551	0.97	1.12
38551.25	0.99	1.39
38551.5	1.17	1.41
38551.75	0.78	0.82
38552	0.15	0.16
38552.25	0.54	0.56
38552.5	0.95	1.02
38552.75	1.27	1.53
38553	2.05	2.46
38553.25	1.62	2.01
38553.5	1.66	2.13
38553.75	1.45	1.83
38554	1.23	1.5
38554.25	1.19	1.48
38554.5	0.73	1.25
38554.75	0.93	1.69
38555	0.77	1.44
38555.25	0.68	1.31
38555.5	0.64	1.05
38555.75	0.65	1.37
38556	0.43	0.83
38556.25	0.77	1.18
38556.5	0.6	0.82
38556.75	0.59	0.87
38557	0.54	0.87
38557.25	0.59	0.81
38557.5	0.6	0.74
38557.75	0.81	1.03
38558	1.28	1.37
38558.25	1.15	1.25
38558.5	0.96	0.97
38558.75	1.1	1.2
38559	0.98	1.08
38559.25	0.97	1.08
38559.5	1.04	1.15
38559.75	0.9	1.01
38560	1.09	1.16
38560.25	1.07	1.15
38560.5	0.93	1.01
38560.75	0.87	1.01
38561	0.8	1.01
38561.25	0.93	1.49
38561.5	1.25	1.76
38561.75	1.27	1.7
38562	1.54	2
38562.25	1.68	2.02
38562.5	1.68	1.98
38562.75	1.62	2.05
38563	1.45	1.76
38563.25	1.23	1.47
38563.5	1.17	1.31
38563.75	0.94	1.05
38564	0.88	0.98
38564.25	0.91	0.98
38564.5	0.97	1.03
38564.75	1.15	1.26
38565	0.84	0.92
38565.25	0.83	1
38565.5	0.9	1.06
38565.75	0.86	1.02
38566	1.02	1.2
38566.25	1.09	1.24
38566.5	1.17	1.29
38566.75	1.67	1.83
38567	1.65	1.71
38567.25	1.93	2.11
38567.5	0.96	1.05
38567.75	1.06	1.18
38568	1.01	1.22
38568.25	0.96	1.42
38568.5	1.48	1.73
38568.75	0.83	1.34
38569	1.24	1.7
38569.25	1.37	2.01
38569.5	1.63	2.12
38569.75	1.48	1.75
38570	1.76	1.99
38570.25	1.54	1.66
38570.5	1.37	1.45
38570.75	0.95	1.01
38571	0.92	1.08
38571.25	0.76	0.84
38571.5	0.65	0.98
38571.75	0.25	0.61
38572	0.55	1.01
38572.25	1.56	2.26
38572.5	1.7	2.47
38572.75	1.66	2.28
38573	1.5	1.93
38573.25	1.43	1.79
38573.5	1.26	1.53
38573.75	1.83	2.23
38574	1.39	1.82
38574.25	1.51	2.07
38574.5	0.91	1.64
38574.75	1.11	1.73
38575	0.67	1.29
38575.25	0.7	1.28
38575.5	0.66	1
38575.75	0.83	1.28
38576	0.84	1.19
38576.25	0.77	1.19
38576.5	0.81	1.14
38576.75	1.84	2.19
38577	1.18	1.62
38577.25	1.46	2.15
38577.5	1.18	1.67
38577.75	1.01	1.18
38578	0.34	0.45
