FechayHora	P2_Hs	P6_Hs
31340.5	2.86	3.28
31340.75	2.99	3.44
31341	2.81	3.27
31341.25	2.92	3.47
31341.5	2.89	3.46
31341.75	2.86	3.5
31342	2.12	2.54
31342.25	2.17	2.51
31342.5	1.97	2.25
31342.75	1.8	2.02
31343	1.72	2
31343.25	1.64	1.9
31343.5	1.56	1.84
31343.75	1.55	1.83
31344	1.97	2.43
31344.25	1.83	2.3
31344.5	1.57	1.92
31344.75	1.55	1.81
31345	1.55	1.81
31345.25	1.39	1.59
31345.5	1.35	1.59
31345.75	1.31	1.58
31346	1.45	1.77
31346.25	1.41	1.69
31346.5	1.3	1.54
31346.75	1.16	1.41
31347	1.06	1.26
31347.25	1	1.27
31347.5	0.97	1.17
31347.75	0.73	0.92
31348	0.74	0.9
31348.25	0.94	1.26
31348.5	0.94	1.16
31348.75	0.92	1.27
31349	0.93	1.28
31349.25	0.87	1.1
31349.5	1.14	1.29
31349.75	0.95	1.08
31350	1.41	1.45
31350.25	1.04	1.08
31350.5	0.87	0.91
31350.75	0.72	0.75
31351	0.56	0.57
31351.25	0.48	0.49
31351.5	0.49	0.51
31351.75	0.48	0.48
31352	0.78	0.81
31352.25	0.79	0.86
31352.5	0.93	1.03
31352.75	1.04	1.31
31353	0.97	1.41
31353.25	0.92	1.33
31353.5	0.84	1.09
31353.75	0.78	0.98
31354	0.75	0.94
31354.25	0.74	0.91
31354.5	0.79	0.96
31354.75	0.77	0.95
31355	1.43	1.56
31355.25	1.62	1.82
31355.5	1.15	1.35
31355.75	1.28	1.38
31356	0.98	1.08
31356.25	0.75	0.82
31356.5	0.89	1.08
31356.75	1.94	2.37
31357	3.39	4.02
31357.25	1.97	2.41
31357.5	1.53	1.85
31357.75	1.18	1.42
31358	1.02	1.17
31358.25	0.85	0.98
31358.5	0.62	0.91
31358.75	0.9	1.4
31359	0.86	1.16
31359.25	0.97	1.37
31359.5	0.54	0.83
31359.75	0.47	0.86
31360	0.56	0.77
31360.25	1.14	1.45
31360.5	0.79	1.05
31360.75	0.43	0.85
31361	0.41	0.94
31361.25	0.77	1.11
31361.5	0.24	0.41
31361.75	0.09	0.22
31362	0.3	0.61
31362.25	0.49	0.76
31362.5	0.9	1.15
31362.75	0.36	0.54
31363	0.5	0.68
31363.25	0.82	0.96
31363.5	0.68	0.88
31363.75	0.06	0.17
31364	0.6	1.08
31364.25	0.6	0.95
31364.5	0.84	1.27
31364.75	0.84	1.44
31365	0.75	1.33
31365.25	0.63	1.13
31365.5	0.77	1
31365.75	1.25	1.7
31366	1.33	1.69
31366.25	0.99	1.28
31366.5	0.8	1.09
31366.75	0.65	1.1
31367	0.63	1.01
31367.25	1.73	2.47
31367.5	1.66	2.18
31367.75	1.16	1.36
31368	0.82	1.09
31368.25	0.61	0.77
31368.5	0.99	1.32
31368.75	0.6	0.77
31369	0.64	0.84
31369.25	0.33	0.74
31369.5	0.23	0.48
31369.75	0.51	0.89
31370	0.42	0.57
31370.25	0.42	0.57
31370.5	0.58	0.7
31370.75	0.28	0.71
31371	0.9	1.54
31371.25	0.86	1.35
31371.5	0.52	0.72
31371.75	0.28	0.45
31372	0.28	0.42
31372.25	0.27	0.56
31372.5	0.4	0.65
31372.75	0.18	0.37
31373	0.44	0.57
31373.25	0.33	0.65
31373.5	0.49	0.99
31373.75	0.9	1.4
31374	0.96	1.35
31374.25	1.2	1.75
31374.5	1.14	1.74
31374.75	0.57	0.72
31375	0.04	0.05
31375.25	0.04	0.05
31375.5	0.03	0.04
31375.75	0.32	0.34
31376	0.45	0.61
31376.25	0.57	0.71
31376.5	1.07	1.3
31376.75	0.8	0.87
31377	1.32	1.36
31377.25	0.69	0.68
31377.5	0.67	0.71
31377.75	0.75	0.79
31378	0.73	0.77
31378.25	0.78	0.98
31378.5	0.39	0.69
31378.75	0.28	0.44
31379	0.54	0.57
31379.25	0.45	0.54
31379.5	0.47	0.57
31379.75	0.25	0.32
31380	0.03	0.07
31380.25	0.71	1.1
31380.5	0.68	0.79
31380.75	0.39	0.43
31381	0.43	0.46
31381.25	0.43	0.48
31381.5	0.38	0.39
31381.75	0.46	0.47
31382	0.57	0.62
31382.25	0.58	0.83
31382.5	0.77	0.97
31382.75	0.79	1.05
31383	0.66	0.82
31383.25	0.66	0.81
31383.5	1.14	1.37
31383.75	0.83	1.04
31384	0.79	0.98
31384.25	1.08	1.49
31384.5	0.92	1.15
31384.75	0.86	0.92
31385	1.04	1.12
31385.25	0.11	0.12
31385.5	1.02	1.35
31385.75	1.15	1.74
31386	1.04	1.35
31386.25	1.07	1.36
31386.5	1.42	1.72
31386.75	1.47	1.59
31387	0.66	0.72
31387.25	0.39	0.54
31387.5	0.49	0.99
31387.75	1.18	1.75
31388	0.67	0.91
31388.25	0.98	1.11
31388.5	0.3	0.47
31388.75	0.68	0.93
31389	0.8	1.25
31389.25	1.13	1.34
31389.5	1.08	1.45
31389.75	0.57	0.68
31390	0.38	0.45
31390.25	0.77	1.08
31390.5	0.62	1.25
31390.75	0.36	0.72
31391	1.03	1.34
31391.25	1.11	1.42
31391.5	1.02	1.38
31391.75	1.31	1.95
31392	1.35	2.12
31392.25	1.32	1.85
31392.5	0.89	1.28
31392.75	0.84	1.09
31393	0.94	1.19
31393.25	1	1.26
31393.5	0.38	0.57
31393.75	0.46	0.69
31394	0.72	1.07
31394.25	1.12	1.64
31394.5	1.19	1.62
31394.75	1.25	1.32
31395	1.06	1.13
31395.25	1.3	1.51
31395.5	0.99	1.58
31395.75	1.32	1.74
31396	0.9	1
31396.25	0.95	1.1
31396.5	0.08	0.09
31396.75	0.28	0.47
31397	0.37	0.61
31397.25	0.75	1.08
31397.5	0.52	0.78
31397.75	0.45	0.54
31398	0.02	0.05
31398.25	0.39	0.91
31398.5	0.46	0.64
31398.75	0.71	0.92
31399	0.75	0.97
31399.25	1.41	1.76
31399.5	1.29	1.69
31399.75	0.34	0.54
31400	0.96	1.37
31400.25	1.21	1.76
31400.5	1.05	1.54
31400.75	0.52	0.84
31401	0.55	1.16
31401.25	1.51	2.22
31401.5	1.54	1.81
31401.75	0.75	0.87
31402	0.4	0.48
31402.25	0.33	0.51
31402.5	0.52	0.87
31402.75	0.54	0.65
31403	0.64	0.71
31403.25	0.42	0.54
31403.5	0.57	1.02
31403.75	0.4	0.73
31404	0.97	1.31
31404.25	1	1.27
31404.5	1.16	1.64
31404.75	0.97	1.31
31405	1.12	1.61
31405.25	1.82	2.16
31405.5	0.91	1.3
31405.75	1.23	1.84
31406	0.97	1.37
31406.25	0.45	0.94
31406.5	0.55	1.17
31406.75	0.59	1.04
31407	0.68	0.95
31407.25	0.56	0.81
31407.5	0.35	0.64
31407.75	0.37	0.58
31408	0.89	1.21
31408.25	1.24	1.62
31408.5	1.69	2.19
31408.75	1.71	2.1
31409	1.42	1.68
31409.25	1.55	1.8
31409.5	1.14	1.66
31409.75	1.1	1.49
31410	0.96	1.14
31410.25	0.82	0.93
31410.5	0.4	0.46
31410.75	0.17	0.32
31411	0.6	0.97
31411.25	0.56	0.81
31411.5	0.55	0.7
31411.75	0.71	1.06
31412	0.66	0.98
31412.25	0.69	0.93
31412.5	0.68	0.91
31412.75	0.75	1.05
31413	0.88	1.09
31413.25	0.8	1.03
31413.5	0.64	0.9
31413.75	1.05	1.49
31414	0.95	1.21
31414.25	0.85	1.07
31414.5	1.13	1.63
31414.75	1.2	1.52
31415	0.87	1.16
31415.25	1.09	1.31
31415.5	0.81	1.15
31415.75	0.66	0.96
31416	0.75	1.33
31416.25	0.91	1.57
31416.5	1.18	1.72
31416.75	0.58	0.72
31417	0.38	0.55
31417.25	0.62	1.25
31417.5	0.76	1.28
31417.75	0.85	1.03
31418	0.95	1.19
31418.25	1.15	1.56
31418.5	0.81	1.18
31418.75	0.36	0.5
31419	0.47	0.6
31419.25	0.66	0.84
31419.5	0.85	0.96
31419.75	0.01	0.02
31420	0.4	0.52
31420.25	0.21	0.55
31420.5	0.4	0.93
31420.75	0.56	0.92
31421	0.2	0.49
31421.25	0.75	1.46
31421.5	1.62	2.1
31421.75	0.04	0.07
31422	0.28	0.47
31422.25	1.95	2.5
31422.5	1.42	2.02
31422.75	0.85	1.32
31423	0.9	1.4
31423.25	1.22	1.89
31423.5	1.03	1.95
31423.75	0.87	1.51
31424	0.8	1.15
31424.25	1.13	1.65
31424.5	1.37	2.03
31424.75	0.64	0.69
31425	0.05	0.06
31425.25	1.24	1.31
31425.5	1.08	1.13
31425.75	0.65	0.7
31426	0.61	0.64
31426.25	0.65	0.78
31426.5	0.59	0.63
31426.75	0.54	0.64
31427	0.57	0.68
31427.25	0.48	0.54
31427.5	0.74	0.75
31427.75	0.71	0.78
31428	0.74	0.88
31428.25	0.67	0.81
31428.5	0.65	0.81
31428.75	0.6	1.03
31429	0.69	1.01
31429.25	0.76	0.99
31429.5	0.91	1.14
31429.75	0.92	1.14
31430	0.93	1.15
31430.25	1.32	1.6
31430.5	1.26	1.6
31430.75	0.58	0.81
31431	0.62	1.13
31431.25	0.57	1.06
31431.5	0.96	1.43
31431.75	0.62	1.02
31432	0.9	1.34
31432.25	0.9	1.34
31432.5	0.87	1.32
31432.75	0.49	0.86
31433	0.91	1.42
31433.25	1.14	1.42
31433.5	0.4	0.5
31433.75	0.5	0.69
31434	0.65	0.9
31434.25	0.59	1.16
31434.5	0.39	0.76
31434.75	0.34	0.64
31435	0.28	0.55
31435.25	0.35	0.66
31435.5	0.38	0.82
31435.75	0.52	0.98
31436	0.62	0.88
31436.25	0.69	0.99
31436.5	1.21	1.58
31436.75	0.87	1.46
31437	1.57	2.07
31437.25	1.22	1.98
31437.5	0.9	1.69
31437.75	0.87	1.38
31438	0.6	0.92
31438.25	0.6	0.87
31438.5	0.49	0.98
31438.75	0.82	1.31
31439	0.48	0.66
31439.25	0.78	1.11
31439.5	0.91	1.31
31439.75	0.05	0.19
31440	1.41	1.85
31440.25	0.93	1.28
31440.5	0.74	1.31
31440.75	0.53	0.94
31441	0.44	0.71
31441.25	0.71	1.13
31441.5	0.88	1.44
31441.75	0.99	1.52
31442	1.29	1.79
31442.25	1.34	1.76
31442.5	1.2	1.56
31442.75	1.89	1.98
31443	1.98	2.04
31443.25	1.36	1.54
31443.5	1.3	1.79
31443.75	0.38	0.45
31444	0.01	0.02
31444.25	0.87	1.3
31444.5	0.6	0.94
31444.75	0.51	0.88
31445	0.28	0.51
31445.25	0.68	0.88
31445.5	0.73	1.03
31445.75	0.69	1.13
31446	0.71	1.01
31446.25	0.88	1.24
31446.5	1.05	1.48
31446.75	0.88	1.24
31447	0.31	0.56
31447.25	0.71	1.41
31447.5	1.16	1.76
31447.75	1.13	1.82
31448	1.42	2.13
31448.25	1.05	1.68
31448.5	1.23	1.93
31448.75	0.64	0.88
31449	0.44	0.98
31449.25	1.15	1.68
31449.5	1.43	1.66
31449.75	0.4	0.45
31450	0.34	0.48
31450.25	1.15	1.83
31450.5	1.82	1.93
31450.75	1.09	1.42
31451	1.69	2.59
31451.25	1.84	2.49
31451.5	2	2.77
31451.75	1.1	1.24
31452	1.78	1.79
31452.25	1.6	1.65
31452.5	1.77	1.88
31452.75	1.19	1.3
31453	1.17	1.21
31453.25	1.04	1.03
31453.5	0.62	0.64
31453.75	0.61	0.64
31454	0.81	0.85
31454.25	1.56	1.79
31454.5	2.21	2.55
31454.75	3.01	3.6
31455	3.21	3.87
31455.25	2.53	2.98
31455.5	1.94	2.24
31455.75	1.74	2.05
31456	1.04	1.22
31456.25	1.08	1.18
31456.5	0.43	0.59
31456.75	0.82	0.99
31457	0.69	0.84
31457.25	0.63	1.05
31457.5	0.64	0.86
31457.75	0.65	0.81
31458	0.67	0.88
31458.25	0.63	0.79
31458.5	0.73	1.14
31458.75	0.7	0.93
31459	0.72	1.03
31459.25	0.78	1.22
31459.5	0.79	1.36
31459.75	0.65	1.22
31460	0.65	1.3
31460.25	0.79	1.49
31460.5	1.27	1.86
31460.75	1.35	1.71
31461	1.5	1.97
31461.25	1.63	2.08
31461.5	2.1	2.66
31461.75	1.55	1.96
31462	2.58	3.26
31462.25	3.27	3.59
31462.5	3.11	3.46
31462.75	2.8	3.05
31463	2.19	2.23
31463.25	1.42	1.59
31463.5	0.67	0.87
31463.75	1.1	1.43
31464	1.26	1.42
31464.25	1.59	1.91
31464.5	1.39	1.69
31464.75	1.07	1.27
31465	0.85	1.07
31465.25	0.87	1.24
31465.5	0.31	0.52
31465.75	0.8	1.44
31466	1.99	2.99
31466.25	1.73	2.58
31466.5	0.42	0.67
31466.75	0.47	0.95
31467	2.47	3.04
31467.25	1.53	1.96
31467.5	1.12	1.61
31467.75	0.64	1.08
31468	0.97	1.45
31468.25	1.37	2.13
31468.5	1.04	1.81
31468.75	0.3	0.6
31469	0.35	0.61
31469.25	0.38	0.56
31469.5	0.84	1.06
31469.75	0.4	0.59
31470	0.7	0.78
31470.25	0.67	0.78
31470.5	0.88	0.96
31470.75	0.91	0.96
31471	1.32	1.36
31471.25	1.27	1.34
31471.5	1.38	1.5
31471.75	1.34	1.41
31472	1.07	1.12
31472.25	1.01	1.07
31472.5	0.94	1.05
31472.75	1.29	1.33
31473	1.31	1.35
31473.25	1.09	1.12
31473.5	1.2	1.24
31473.75	1.2	1.27
31474	1.24	1.31
31474.25	1.35	1.46
31474.5	2.1	2.29
31474.75	2.26	2.53
31475	2.05	2.4
31475.25	2.9	3.42
31475.5	3.53	4.02
31475.75	2.54	2.84
31476	3.13	3.4
31476.25	2.21	2.43
31476.5	1.54	1.68
31476.75	1.86	2.22
31477	1.25	1.53
31477.25	1.12	1.45
31477.5	0.96	1.17
31477.75	0.97	1.18
31478	1.17	1.43
31478.25	1.14	1.56
31478.5	1.13	1.95
31478.75	1.16	2.02
31479	0.48	0.89
31479.25	0.97	1.65
31479.5	1.27	1.97
31479.75	0.72	1.11
31480	1	1.45
31480.25	0.56	0.71
31480.5	0.33	0.48
31480.75	0.74	0.84
31481	0.74	0.83
31481.25	0.83	0.93
31481.5	1.02	1.24
31481.75	0.54	1.15
31482	0.57	0.93
31482.25	0.91	1.37
31482.5	1.46	2.13
31482.75	1.03	1.48
31483	1.07	1.4
31483.25	0.7	1.15
31483.5	0.77	1.33
31483.75	0.56	0.89
31484	0.55	0.81
31484.25	1.04	1.75
31484.5	1.23	1.81
31484.75	0.88	1.52
31485	1.53	2.39
31485.25	1.13	1.67
31485.5	1.31	1.73
31485.75	0.37	0.49
31486	0.81	0.98
31486.25	1.25	1.31
31486.5	1.62	1.8
31486.75	0.7	0.75
31487	1	1.01
31487.25	1.79	1.82
31487.5	1.67	1.72
31487.75	0.75	0.75
31488	0.7	0.73
31488.25	0.68	0.72
31488.5	0.92	1.12
31488.75	0.5	0.65
31489	0.56	0.59
31489.25	0.55	0.68
31489.5	0.99	1.37
31489.75	0.58	1.03
31490	0.4	0.61
31490.25	0.54	0.78
31490.5	0.48	0.67
31490.75	0.55	0.71
31491	0.79	1.02
31491.25	0.73	0.92
31491.5	0.74	1.23
31491.75	0.56	0.99
31492	0.89	1.41
31492.25	1.43	1.96
31492.5	1.08	1.51
31492.75	0.62	1.28
31493	1.41	1.69
31493.25	1.23	1.46
31493.5	0.75	1
31493.75	0.67	1.38
31494	0.86	1.67
31494.25	1.3	1.87
31494.5	1.44	1.86
31494.75	0.75	0.92
31495	0.62	0.94
31495.25	0.81	1.26
31495.5	0.95	1.33
31495.75	0.03	0.11
31496	1.27	1.89
31496.25	0.95	1.48
31496.5	0.72	0.98
31496.75	0.48	0.69
31497	0.71	0.92
31497.25	0.76	0.88
31497.5	0.64	0.81
31497.75	0.35	0.56
31498	2.23	2.91
31498.25	3.77	4.92
31498.5	2.09	2.63
31498.75	1.51	1.94
31499	1.15	1.46
31499.25	1.08	1.32
31499.5	1.27	1.67
31499.75	0.93	1.73
31500	0.76	1.05
31500.25	0.52	0.87
31500.5	0.72	1.45
31500.75	0.61	1.24
31501	0.87	1.62
31501.25	0.81	1.62
31501.5	0.82	1.24
31501.75	1.14	1.49
31502	1.03	1.53
31502.25	1.17	1.48
31502.5	0.51	0.6
31502.75	0.07	0.27
31503	0.39	0.72
31503.25	0.97	1.44
31503.5	1.59	2.03
31503.75	1.18	1.55
31504	0.97	1.2
31504.25	0.98	1.18
31504.5	1.12	1.34
31504.75	1.09	1.3
31505	1.05	1.22
31505.25	0.74	0.91
31505.5	0.98	1.28
31505.75	0.86	1.12
31506	0.97	1.17
31506.25	1.04	1.29
31506.5	1.4	1.88
31506.75	1.38	2.1
31507	0.85	0.95
31507.25	1.33	1.35
31507.5	2.69	2.77
31507.75	1.61	1.75
31508	1.04	1.13
31508.25	1.03	1.43
31508.5	0.64	1.07
31508.75	0.78	1.51
31509	1.28	1.37
31509.25	1.04	1.16
31509.5	1.75	2.37
31509.75	1.36	2.02
31510	1.29	1.79
31510.25	1.18	1.69
31510.5	1.3	2.19
31510.75	1.26	2.31
31511	1.45	2.52
31511.25	0.97	1.49
31511.5	0.65	0.98
31511.75	0.56	1.17
31512	0.9	1.59
31512.25	0.98	1.87
31512.5	0.98	1.9
31512.75	1.87	2.91
31513	1.78	2.44
31513.25	1.77	2.1
31513.5	2.18	2.45
31513.75	1.08	1.2
31514	1.14	1.22
31514.25	1.12	1.18
31514.5	1.65	1.71
31514.75	1.82	1.98
31515	1.25	1.27
31515.25	1.43	1.52
31515.5	1.01	1.07
31515.75	0.58	0.71
31516	0.59	0.66
31516.25	0.57	0.76
31516.5	0.68	0.77
31516.75	0.65	0.75
31517	0.58	0.93
31517.25	1.37	1.98
31517.5	0.79	1.23
31517.75	0.63	0.9
31518	0.8	1.25
31518.25	0.74	1.37
31518.5	0.49	1.05
31518.75	1.03	1.43
31519	1.26	1.7
31519.25	0.78	1.3
31519.5	1.03	1.78
31519.75	1.61	2.46
31520	1.39	1.83
31520.25	1.08	1.35
31520.5	1.49	1.7
31520.75	1.18	1.57
31521	1.27	1.84
31521.25	2.09	2.68
31521.5	1.52	1.74
31521.75	1.13	1.37
31522	1.02	1.24
31522.25	1.14	1.52
31522.5	1.17	1.45
31522.75	0.54	0.57
31523	0.23	0.24
31523.25	0.48	0.55
31523.5	0.72	0.79
31523.75	0.83	0.87
31524	0.89	0.9
31524.25	0.78	0.8
31524.5	0.68	0.72
31524.75	0.67	0.94
31525	0.63	0.95
31525.25	0.94	1.33
31525.5	1.26	1.67
31525.75	1.02	1.33
31526	0.87	1.16
31526.25	0.89	1.2
31526.5	0.77	0.98
31526.75	0.64	0.81
31527	0.6	0.74
31527.25	1.31	1.64
31527.5	0.93	1.28
31527.75	0.95	1.28
31528	0.61	0.96
31528.25	0.58	0.83
31528.5	0.56	0.96
31528.75	0.62	0.78
31529	0.83	1.01
31529.25	1.07	1.33
31529.5	1.71	2.2
31529.75	2.15	2.4
31530	1.52	1.88
31530.25	0.78	1.24
31530.5	0.76	1.37
31530.75	0.4	0.52
31531	0.08	0.17
31531.25	0.51	0.56
31531.5	0.51	0.55
31531.75	0.53	0.58
31532	0.6	0.67
31532.25	0.7	0.84
31532.5	0.87	1.07
31532.75	0.86	1.04
31533	1	1.18
31533.25	0.85	1
31533.5	0.8	0.93
31533.75	1.13	1.2
31534	1.07	1.12
31534.25	0.92	0.96
31534.5	1	1.08
31534.75	0.97	1.22
31535	1.23	1.37
31535.25	1.77	1.82
31535.5	1.41	1.47
31535.75	1.36	1.5
31536	1.19	1.26
31536.25	0.93	0.97
31536.5	0.99	1.2
31536.75	1.06	1.4
31537	1.51	1.8
31537.25	1.5	1.79
31537.5	1.52	1.71
31537.75	1.55	1.73
31538	1.79	1.93
31538.25	2.44	2.46
31538.5	1.66	1.69
31538.75	1.04	1.06
31539	0.72	0.74
31539.25	0.87	0.89
31539.5	1.37	1.41
31539.75	1.72	1.78
31540	1.47	1.52
31540.25	1.52	1.59
31540.5	1.37	1.47
31540.75	0.65	1.25
31541	1.55	1.7
31541.25	1.01	1.02
31541.5	1.23	1.28
31541.75	1.19	1.2
31542	1.13	1.15
31542.25	1.04	1.07
31542.5	1.01	1.04
31542.75	1.12	1.14
31543	1.33	1.42
31543.25	1.9	1.96
31543.5	1.4	1.58
31543.75	2.27	2.29
31544	2.63	2.73
31544.25	3.31	3.45
31544.5	2.85	2.99
31544.75	2.29	2.38
31545	1.9	1.97
31545.25	1.7	1.9
31545.5	1.85	2.01
31545.75	1.92	1.98
31546	1.78	1.86
31546.25	1.61	1.64
31546.5	1.36	1.4
31546.75	1.12	1.17
31547	0.89	0.94
31547.25	0.81	0.85
31547.5	0.9	0.95
31547.75	1.02	1.09
31548	1.11	1.22
31548.25	1.71	1.98
31548.5	2.06	2.44
31548.75	2.43	2.98
31549	2.35	2.97
31549.25	2.24	2.82
31549.5	1.84	2.3
31549.75	1.63	2.06
31550	1.51	1.84
31550.25	1.43	1.71
31550.5	1.42	1.67
31550.75	1.37	1.62
31551	1.46	1.73
31551.25	1.5	1.72
31551.5	1.62	1.79
31551.75	1.86	1.97
31552	1.71	1.81
31552.25	1.74	1.83
31552.5	1.85	1.96
31552.75	2.08	2.2
31553	1.97	2.12
31553.25	2.5	2.77
31553.5	2.36	2.6
31553.75	1.64	1.79
31554	1.5	1.63
31554.25	1.8	2.03
31554.5	2	2.25
31554.75	2.03	2.27
31555	2.27	2.47
31555.25	1.55	1.72
31555.5	1.3	1.44
31555.75	1.29	1.42
31556	1.37	1.5
31556.25	1.22	1.33
31556.5	1.13	1.23
31556.75	1	1.07
31557	0.88	0.95
31557.25	1.03	1.34
31557.5	1.5	1.93
31557.75	1.21	1.68
31558	0.76	1.07
31558.25	0.65	0.84
31558.5	0.72	0.86
31558.75	0.81	1.05
31559	1.45	1.52
31559.25	1.84	1.91
31559.5	1.55	1.62
31559.75	1.65	1.69
31560	2.13	2.21
31560.25	1.76	1.78
31560.5	2.34	2.36
31560.75	1.91	1.94
31561	1.7	1.73
31561.25	1.39	1.43
31561.5	1.29	1.42
31561.75	1.1	1.38
31562	1.14	1.71
31562.25	1.69	2.28
31562.5	1.52	1.95
31562.75	1.28	1.6
31563	1.29	1.5
31563.25	1.45	1.57
31563.5	1.58	1.64
31563.75	1.55	1.6
31564	1.21	1.27
31564.25	1.03	1.08
31564.5	0.9	0.94
31564.75	1.04	1.31
31565	1.58	2.09
31565.25	1.33	1.79
31565.5	1.36	1.67
31565.75	1.22	1.53
31566	1.24	1.58
31566.25	1.45	1.75
31566.5	1.33	1.45
31566.75	1.78	1.77
31567	0.98	1.02
31567.25	1.09	1.2
31567.5	1.08	1.32
31567.75	0.74	1.04
31568	0.67	1.08
31568.25	0.54	0.94
31568.5	0.24	0.55
31568.75	0.46	1.02
31569	0.55	1.04
31569.25	0.59	1.13
31569.5	0.48	0.73
31569.75	0.89	1.47
31570	1	1.44
31570.25	1.11	1.42
31570.5	1.85	2.54
31570.75	1.5	1.85
31571	1.77	2.02
31571.25	1.33	1.83
31571.5	2	2.38
31571.75	1.32	1.32
31572	1.17	1.47
31572.25	1.73	1.9
31572.5	1.6	1.8
31572.75	0.92	1.11
31573	0.66	0.99
31573.25	0.79	1.15
31573.5	1.09	1.4
31573.75	1.08	1.47
31574	1.21	1.82
31574.25	1.38	1.8
31574.5	1.4	1.63
31574.75	0.92	1.16
31575	0.94	1.37
31575.25	0.5	1.06
31575.5	0.39	0.65
31575.75	0.76	1.26
31576	0.96	1.51
31576.25	0.81	1.16
31576.5	0.78	1
31576.75	0.91	1.21
31577	1.06	1.36
31577.25	0.94	1.61
31577.5	1.24	1.8
31577.75	1.05	1.82
31578	0.84	1.68
31578.25	1.07	2.09
31578.5	1.14	1.93
31578.75	0.46	0.86
31579	1.13	1.62
31579.25	1.45	2.03
31579.5	1.51	2.17
31579.75	1	1.65
31580	1.04	2.07
31580.25	0.86	1.64
31580.5	0.97	1.58
31580.75	0.86	0.96
31581	0.79	1.03
31581.25	0.89	1.12
31581.5	0.87	1.39
31581.75	0.81	1.45
31582	0.5	1.07
31582.25	0.47	0.89
31582.5	0.51	1.1
31582.75	0.73	1.5
31583	0.77	1.14
31583.25	0.89	1.43
31583.5	1.21	1.52
31583.75	1.08	1.57
31584	1.07	1.66
31584.25	1.08	1.6
31584.5	0.94	1.5
31584.75	0.96	1.57
31585	0.78	1.42
31585.25	1.18	2.02
31585.5	1.51	2.35
31585.75	0.63	1.23
31586	1.13	2.08
31586.25	1.55	1.94
31586.5	0.76	1.1
31586.75	0.91	1.51
31587	1.3	2.52
31587.25	1.05	1.56
31587.5	1.79	2.04
31587.75	1.33	1.74
31588	1.04	1.57
31588.25	1.16	1.75
31588.5	1.87	2.65
31588.75	1.88	2.47
31589	1.23	1.78
31589.25	0.74	1.44
31589.5	1.11	1.89
31589.75	1.09	1.81
31590	0.93	1.64
31590.25	1.05	1.93
31590.5	0.62	1.19
31590.75	0.6	1.15
31591	0.77	1.35
31591.25	1.09	1.84
31591.5	1.41	2.34
31591.75	1.69	2.59
31592	0.75	1.46
31592.25	1.44	2.16
31592.5	1.69	2.1
31592.75	1.98	2.66
31593	1.79	2.44
31593.25	1.58	2.4
31593.5	2.17	3.28
31593.75	1.56	2.32
31594	0.69	1.19
31594.25	0.39	0.87
31594.5	0.33	0.68
31594.75	0.42	0.76
31595	0.6	1.22
31595.25	0.47	0.98
31595.5	0.52	0.76
31595.75	1.92	2.6
31596	1.8	2.64
31596.25	1.62	1.99
31596.5	1.43	1.84
31596.75	0.93	1.46
31597	1.34	1.9
31597.25	2.22	2.19
31597.5	1.69	1.8
31597.75	1.86	2.07
31598	1.24	1.41
31598.25	0.73	0.98
31598.5	0.32	0.58
31598.75	1.13	1.71
31599	1.72	2.46
31599.25	1.55	2.12
31599.5	1.21	1.64
31599.75	1.33	1.7
31600	1.44	1.76
31600.25	1.5	1.82
31600.5	1.44	1.73
31600.75	1.24	1.53
31601	1.05	1.3
31601.25	0.91	1.19
31601.5	0.83	1.07
31601.75	0.98	1.24
31602	1.18	1.59
31602.25	1.93	2.36
31602.5	1.3	1.78
31602.75	0.55	0.95
31603	0.52	0.77
31603.25	1.94	2.66
31603.5	2.14	2.99
31603.75	1.61	2.1
31604	1.65	2.08
31604.25	1.39	1.77
31604.5	1.29	1.55
31604.75	0.84	1.36
31605	0.78	1.44
31605.25	0.57	1.14
31605.5	1.36	2.31
31605.75	1.87	2.7
31606	1.56	2.4
31606.25	1.29	2.14
31606.5	1.72	2.48
31606.75	1.8	2.22
31607	1.45	1.88
31607.25	1.18	2.35
31607.5	2.64	2.69
31607.75	2.59	2.65
31608	2.3	2.44
31608.25	1.17	1.36
31608.5	1.34	1.96
31608.75	1.55	2.06
31609	1.36	1.74
31609.25	1.29	1.77
31609.5	0.9	1.14
31609.75	0.67	0.93
31610	0.77	1.11
31610.25	0.74	1.23
31610.5	0.7	1.17
31610.75	0.56	0.95
31611	0.45	1.01
31611.25	0.64	1.31
31611.5	0.61	1.08
31611.75	0.58	1.14
31612	0.61	0.85
31612.25	0.89	1.04
31612.5	0.84	1.04
31612.75	0.95	1.12
31613	0.81	1
31613.25	0.6	0.67
31613.5	0.43	0.48
31613.75	0.56	0.72
31614	0.94	1.32
31614.25	0.83	1.12
31614.5	0.88	1.22
31614.75	0.71	0.97
31615	0.76	1.28
31615.25	0.73	1.08
31615.5	0.61	0.83
31615.75	1.51	1.8
31616	1.17	1.56
31616.25	0.53	0.67
31616.5	0.81	0.88
31616.75	1.16	1.21
31617	1.3	1.36
31617.25	1.34	1.41
31617.5	1.48	1.58
31617.75	1.1	1.22
31618	1	1.16
31618.25	0.52	0.86
31618.5	1.31	1.96
31618.75	1.54	1.62
31619	2.09	2.16
31619.25	1.98	1.99
31619.5	1.43	1.46
31619.75	0.94	1.03
31620	0.82	0.95
31620.25	0.71	1.09
31620.5	0.22	0.54
